,Category,lat,lon,Part of month,Observation Date,Impacted Area (ha),Country,Location Name,Data updated on,Soil_Moisture
12511,Swarm,9.733333333000076,41.41666666700007,Middle,2020-05-15,1200.0,Ethiopia,Tabci,Tue Feb  1 16:04:44 2022,0.1340000033378601
12512,Swarm,10.5588888888889,42.665,Late,2021-06-22,150.0,Ethiopia,Somali,Tue Feb  1 16:04:44 2022,0.01899999938905239
12514,Swarm,5.915,43.5775,Late,2020-12-22,500.0,Ethiopia,Somali,Tue Feb  1 16:04:44 2022,0.01899999938905239
12515,Swarm,9.44777777777778,41.8316666666667,Late,2020-12-22,500.0,Ethiopia,Oromia,Tue Feb  1 16:04:44 2022,0.21299999952316284
12519,Band,11.8522222222222,39.9716666666667,Late,2020-09-24,40.0,Ethiopia,Badule kebele Iwa di,Tue Feb  1 16:04:44 2022,0.12800000607967377
12520,Swarm,11.8883333333333,39.755,Early,2020-10-08,5000.0,Ethiopia,AmharaNorth wollo ha,Tue Feb  1 16:04:44 2022,0.2849999964237213
12521,Swarm,6.23611111111111,39.6663888888889,Early,2021-01-01,600.0,Ethiopia,Meka Arba,Tue Feb  1 16:04:44 2022,0.18299999833106995
12522,Swarm,6.75638888888889,41.2647222222222,Late,2021-01-24,400.0,Ethiopia,Rayitub District Har,Tue Feb  1 16:04:44 2022,0.14499999582767487
12523,Swarm,8.41666666666667,41.7544444444444,Late,2021-02-21,100.0,Ethiopia,Kumbi District Urgo,Tue Feb  1 16:04:44 2022,0.17299999296665192
12524,Swarm,4.96638888888889,37.3733333333333,Middle,2021-02-16,800.0,Ethiopia,Dibegaya,Tue Feb  1 16:04:44 2022,0.11599999666213989
12525,Swarm,3.96916666666667,38.2630555555556,Late,2021-02-23,1000.0,Ethiopia,oromia borena dire r,Tue Feb  1 16:04:44 2022,0.4410000145435333
12529,Swarm,9.48944444444444,41.4086111111111,Middle,2020-07-13,200.0,Ethiopia,Dube,Tue Feb  1 16:04:44 2022,0.19499999284744263
12530,Swarm,9.52277777777778,41.625,Middle,2020-07-16,600.0,Ethiopia,Hidhatu Saba,Tue Feb  1 16:04:44 2022,0.16699999570846558
12532,Band,10.4722222222222,40.2552777777778,Early,2020-06-03,5.0,Ethiopia,Afar/Jara,Tue Feb  1 16:04:44 2022,0.12099999934434891
12534,Swarm,13.3666666666667,39.8372222222222,Late,2020-08-20,600.0,Ethiopia,Aerial Control,Tue Feb  1 16:04:44 2022,0.052000001072883606
12537,Swarm,9.57361111111111,41.7411111111111,Late,2020-06-28,600.0,Ethiopia,"diredawa, aseliso ke",Tue Feb  1 16:04:44 2022,0.08299999684095383
12538,Band,12.1361111111111,39.9808333333333,Late,2020-09-23,35.0,Ethiopia,afar region zone 4 g,Tue Feb  1 16:04:44 2022,0.1289999932050705
12539,Swarm,10.7244444444444,40.2413888888889,Early,2020-10-08,80.0,Ethiopia,afar Dewey district,Tue Feb  1 16:04:44 2022,0.11900000274181366
12542,Swarm,7.74055555555556,40.0483333333333,Early,2021-01-31,400.0,Ethiopia,Bele  Jida Goborbar,Tue Feb  1 16:04:44 2022,0.22499999403953552
12543,Band,10.133333333000053,42.450000000000045,Middle,2020-05-11,100.0,Ethiopia,Daley male 1,Tue Feb  1 16:04:44 2022,0.017999999225139618
12545,Swarm,5.083333333000041,37.05000000000007,Late,2020-04-29,650.0,Ethiopia,Wondo wa,Tue Feb  1 16:04:44 2022,0.40299999713897705
12546,Swarm,9.23888888888889,42.2363888888889,Early,2020-07-07,400.0,Ethiopia,kile,Tue Feb  1 16:04:44 2022,0.49399998784065247
12547,Swarm,4.12,39.0330555555556,Early,2021-11-05,100.0,Ethiopia,Funaan cophii,Tue Feb  1 16:04:44 2022,0.16599999368190765
12553,Swarm,9.39777777777778,41.18,Middle,2020-10-14,472.0,Ethiopia,Gabon villageMisra C,Tue Feb  1 16:04:44 2022,0.13300000131130219
12554,Swarm,9.31166666666667,41.7086111111111,Early,2021-01-06,1000.0,Ethiopia,Karsa,Tue Feb  1 16:04:44 2022,0.1459999978542328
12556,Band,5.306666667000059,37.026111111000034,Late,2020-03-24,850.0,Ethiopia,Enchete,Tue Feb  1 16:04:44 2022,0.14100000262260437
12565,Band,11.7694444444444,39.9386111111111,Late,2020-09-22,500.0,Ethiopia,Bilu kebele huwa dis,Tue Feb  1 16:04:44 2022,0.125
12567,Swarm,7.48333333333333,40.6263888888889,Early,2021-04-09,100.0,Ethiopia,unkown,Tue Feb  1 16:04:44 2022,0.27799999713897705
12568,Swarm,5.616666667000061,36.85000000000008,Middle,2020-04-16,260.0,Ethiopia,Gongode,Tue Feb  1 16:04:44 2022,0.3319999873638153
12569,Swarm,7.181111111000064,42.327222222000046,Late,2020-04-30,5000.0,Ethiopia,Somali Region,Tue Feb  1 16:04:44 2022,0.4390000104904175
12571,Swarm,13.1327777777778,41.3280555555556,Early,2020-08-08,30.0,Ethiopia,Ground Control,Tue Feb  1 16:04:44 2022,0.210999995470047
12572,Swarm,10.8455555555556,39.5122222222222,Early,2020-08-06,100.0,Ethiopia,soutb o weriu diztri,Tue Feb  1 16:04:44 2022,0.49799999594688416
12574,Band,13.375,39.8536111111111,Early,2020-10-01,25.0,Ethiopia,Afar zone 2 woredeAb,Tue Feb  1 16:04:44 2022,0.041999999433755875
12575,Band,5.300000000000068,36.78333333300003,Early,2020-04-04,54.0,Ethiopia,Ollo,Tue Feb  1 16:04:44 2022,0.07800000160932541
12582,Band,13.0130555555556,39.8611111111111,Middle,2020-10-16,150.0,Ethiopia,Tonsa,Tue Feb  1 16:04:44 2022,0.0989999994635582
12587,Band,5.951388889000043,43.535000000000025,Late,2020-05-24,56.0,Ethiopia,Soomali Region/Shebe,Tue Feb  1 16:04:44 2022,0.02800000086426735
12590,Swarm,10.4280555555556,42.6377777777778,Early,2020-08-07,2000.0,Ethiopia,Asha city Towen  wer,Tue Feb  1 16:04:44 2022,0.009999999776482582
12591,Band,9.78388888888889,41.2580555555556,Late,2020-09-20,280.0,Ethiopia,TURWARWAKO BONDARA U,Tue Feb  1 16:04:44 2022,0.12700000405311584
12592,Band,11.7430555555556,40.0361111111111,Middle,2020-09-18,500.0,Ethiopia,Afar Region,Tue Feb  1 16:04:44 2022,0.11500000208616257
12593,Swarm,7.29666666666667,40.2655555555556,Early,2021-02-06,200.0,Ethiopia,Oromia,Tue Feb  1 16:04:44 2022,0.2409999966621399
12594,Band,7.30916666666667,43.4758333333333,Late,2020-06-23,90.0,Ethiopia,Somali region Nogob,Tue Feb  1 16:04:44 2022,0.08799999952316284
12596,Swarm,11.56000000000006,40.32527777800004,Late,2019-08-29,30.0,Ethiopia,Gere 2,Tue Feb  1 16:04:44 2022,0.1459999978542328
12598,Swarm,7.928888889000063,39.14277777800004,Late,2020-02-23,800.0,Ethiopia,Burka chilalo,Tue Feb  1 16:04:44 2022,0.4050000011920929
12601,Swarm,6.91,40.3494444444444,Early,2021-01-31,800.0,Ethiopia,Goro  Gelba duma Keb,Tue Feb  1 16:04:44 2022,0.296999990940094
12602,Swarm,12.7030555555556,39.7488888888889,Middle,2020-10-16,981.0,Ethiopia,Tigray raya checher,Tue Feb  1 16:04:44 2022,0.10300000011920929
12603,Swarm,4.87055555555556,37.3016666666667,Middle,2021-02-14,100.0,Ethiopia,Teltele,Tue Feb  1 16:04:44 2022,0.0860000029206276
12604,Swarm,5.38083333333333,37.3622222222222,Middle,2021-02-11,800.0,Ethiopia,Sorobo,Tue Feb  1 16:04:44 2022,0.10499999672174454
12605,Swarm,9.22166666666667,42.3011111111111,Middle,2021-02-14,6000.0,Ethiopia,Oromia,Tue Feb  1 16:04:44 2022,0.18700000643730164
12606,Band,6.91222222222222,45.4997222222222,Early,2020-12-07,280.0,Ethiopia,Wafduk,Tue Feb  1 16:04:44 2022,0.09300000220537186
12609,Swarm,7.2925,40.7544444444444,Late,2020-12-29,300.0,Ethiopia,Gara wayu,Tue Feb  1 16:04:44 2022,0.09200000017881393
12613,Band,11.462222222000037,40.569444444000055,Middle,2019-09-16,100.0,Ethiopia,waytalitha,Tue Feb  1 16:04:44 2022,0.02500000037252903
12615,Swarm,10.0702777777778,39.9652777777778,Middle,2020-10-14,400.0,Ethiopia,BalchiJille district,Tue Feb  1 16:04:44 2022,0.26499998569488525
12619,Swarm,9.826944444000048,39.98833333300007,Early,2019-11-10,425.0,Ethiopia,Aref lebe,Tue Feb  1 16:04:44 2022,0.10000000149011612
12620,Swarm,5.633333333000053,36.88333333300005,Late,2020-04-25,470.0,Ethiopia,Gongode 2,Tue Feb  1 16:04:44 2022,0.39100000262260437
12629,Swarm,6.395277778000036,39.65444444400004,Late,2020-02-21,400.0,Ethiopia,Sodu,Tue Feb  1 16:04:44 2022,0.31299999356269836
12630,Swarm,7.116666667000061,40.03333333300003,Late,2020-03-29,550.0,Ethiopia,Robe.,Tue Feb  1 16:04:44 2022,0.3840000033378601
12633,Band,8.09,45.2433333333333,Middle,2020-12-19,500.0,Ethiopia,Anamadabe,Tue Feb  1 16:04:44 2022,0.09700000286102295
12638,Swarm,9.36944444444445,42.2383333333333,Late,2020-10-21,250.0,Ethiopia,Harari Ka la,Tue Feb  1 16:04:44 2022,0.4099999964237213
12639,Swarm,6.71138888888889,44.2530555555556,Late,2021-01-22,5000.0,Ethiopia,Somali,Tue Feb  1 16:04:44 2022,0.027000000700354576
12640,Band,6.12666666666667,44.5522222222222,Early,2020-12-07,60.0,Ethiopia,Elihar,Tue Feb  1 16:04:44 2022,0.0820000022649765
12645,Swarm,5.95666666666667,41.6372222222222,Middle,2020-12-18,600.0,Ethiopia,east bale  Dawe sere,Tue Feb  1 16:04:44 2022,0.08100000023841858
12648,Swarm,11.1638888888889,40.0680555555556,Early,2020-10-06,500.0,Ethiopia,Oromia Zone bati wor,Tue Feb  1 16:04:44 2022,0.2199999988079071
12652,Swarm,6.94555555555556,46.2988888888889,Early,2020-12-01,600.0,Ethiopia,Somali,Tue Feb  1 16:04:44 2022,0.11699999868869781
12656,Swarm,14.4047222222222,38.7888888888889,Late,2020-10-23,321.0,Ethiopia,tigray rama adiarbae,Tue Feb  1 16:04:44 2022,0.1940000057220459
12658,Swarm,10.1627777777778,42.4633333333333,Early,2021-07-02,450.0,Ethiopia,Somali region sitti,Tue Feb  1 16:04:44 2022,0.00800000037997961
12660,Band,6.42944444444445,44.7047222222222,Middle,2020-12-11,350.0,Ethiopia,Karsoni,Tue Feb  1 16:04:44 2022,0.08100000023841858
12662,Band,6.38833333333333,44.6894444444444,Late,2020-11-28,100.0,Ethiopia,Karsoni,Tue Feb  1 16:04:44 2022,0.11999999731779099
12666,Band,11.7766666666667,39.9577777777778,Late,2020-09-24,150.0,Ethiopia,Bilu ewa district,Tue Feb  1 16:04:44 2022,0.125
12668,Band,7.778888889000029,43.71444444400004,Late,2020-05-29,1.0,Ethiopia,Somali Jeter Zone in,Tue Feb  1 16:04:44 2022,0.041999999433755875
12671,Swarm,7.28583333333333,42.0811111111111,Early,2020-08-03,600.0,Ethiopia,Dihuan,Tue Feb  1 16:04:44 2022,0.08500000089406967
12672,Swarm,11.5672222222222,41.3008333333333,Middle,2020-08-13,250.0,Ethiopia,Aerial Control,Tue Feb  1 16:04:44 2022,0.210999995470047
12673,Band,11.505833333000057,40.33055555600004,Late,2019-09-30,200.0,Ethiopia,weki nemhadaba2,Tue Feb  1 16:04:44 2022,0.19200000166893005
12679,Band,11.4944444444444,40.1086111111111,Late,2020-09-22,200.0,Ethiopia,wanama,Tue Feb  1 16:04:44 2022,0.12999999523162842
12682,Band,6.310000000000059,41.96666666700003,Late,2020-05-27,20.0,Ethiopia,Oromia region East B,Tue Feb  1 16:04:44 2022,0.0860000029206276
12683,Band,9.86666666700006,42.61666666700006,Middle,2020-05-14,120.0,Ethiopia,Ramale,Tue Feb  1 16:04:44 2022,0.11999999731779099
12688,Swarm,5.38472222222222,36.5716666666667,Middle,2021-02-14,100.0,Ethiopia,unkown,Tue Feb  1 16:04:44 2022,0.2619999945163727
12692,Swarm,11.286388889000024,40.39222222200004,Late,2019-08-28,50.0,Ethiopia,Uludi mesgid,Tue Feb  1 16:04:44 2022,0.17399999499320984
12698,Swarm,4.80722222222222,38.3875,Middle,2021-01-17,400.0,Ethiopia,Denbel arede,Tue Feb  1 16:04:44 2022,0.1469999998807907
12701,Swarm,5.666666667000072,37.150000000000034,Middle,2020-04-20,500.0,Ethiopia,Bole,Tue Feb  1 16:04:44 2022,0.41100001335144043
12703,Swarm,6.9866666670000654,40.441111111000055,Early,2020-01-08,800.0,Ethiopia,Gobu,Tue Feb  1 16:04:44 2022,0.2879999876022339
12705,Swarm,6.60333333333333,44.5441666666667,Middle,2020-12-17,4000.0,Ethiopia,Somali,Tue Feb  1 16:04:44 2022,0.02500000037252903
12706,Swarm,10.82,40.1836111111111,Early,2020-10-05,2500.0,Ethiopia,afar dewe district w,Tue Feb  1 16:04:44 2022,0.12099999934434891
12708,Band,5.3166666670000495,37.11666666700006,Early,2020-04-01,5.0,Ethiopia,Madrina,Tue Feb  1 16:04:44 2022,0.1459999978542328
12713,Swarm,4.86805555555556,37.17,Early,2020-12-05,1000.0,Ethiopia,Dibe Gaya,Tue Feb  1 16:04:44 2022,0.13099999725818634
12716,Band,5.28333333300003,37.01666666700004,Late,2020-03-27,35.0,Ethiopia,Masoya,Tue Feb  1 16:04:44 2022,0.14000000059604645
12717,Band,5.460555556000031,36.85027777800008,Late,2020-03-29,100.0,Ethiopia,Southern Nations,Tue Feb  1 16:04:44 2022,0.10199999809265137
12720,Swarm,5.30416666666667,36.5919444444444,Middle,2020-07-12,400.0,Ethiopia,File,Tue Feb  1 16:04:44 2022,0.382999986410141
12723,Band,11.66833333300002,39.94638888900005,Late,2019-10-21,100.0,Ethiopia,Askoma,Tue Feb  1 16:04:44 2022,0.13899999856948853
12725,Band,10.3872222222222,40.295,Middle,2020-10-12,15.0,Ethiopia,Gude Hadelela Distri,Tue Feb  1 16:04:44 2022,0.12800000607967377
12728,Swarm,12.2058333333333,40.0894444444444,Early,2020-10-05,70.0,Ethiopia,Afar region zone 4gu,Tue Feb  1 16:04:44 2022,0.14900000393390656
12729,Swarm,9.22305555555556,42.295,Middle,2021-01-11,1400.0,Ethiopia,Tula 1,Tue Feb  1 16:04:44 2022,0.18799999356269836
12732,Swarm,6.6,44.05,Late,2020-06-25,350.0,Ethiopia,Dimuli,Tue Feb  1 16:04:44 2022,0.027000000700354576
12737,Swarm,8.29916666666667,43.0716666666667,Early,2020-12-06,1000.0,Ethiopia,Somali,Tue Feb  1 16:04:44 2022,0.07900000363588333
12738,Band,11.51750000000004,40.36250000000007,Early,2019-10-01,200.0,Ethiopia,Hamisa,Tue Feb  1 16:04:44 2022,0.06199999898672104
12740,Swarm,7.29166666666667,39.8163888888889,Early,2021-02-05,500.0,Ethiopia,Mekona chefe,Tue Feb  1 16:04:44 2022,0.24400000274181366
12741,Band,5.250000000000057,37.05000000000007,Early,2020-04-02,60.0,Ethiopia,Gelgele,Tue Feb  1 16:04:44 2022,0.13899999856948853
12742,Band,9.750000000000057,42.41666666700007,Middle,2020-05-16,300.0,Ethiopia,Lalibel.,Tue Feb  1 16:04:44 2022,0.10499999672174454
12745,Band,9.933333333000064,42.35000000000008,Early,2020-05-03,95.0,Ethiopia,Madley ma,Tue Feb  1 16:04:44 2022,0.335999995470047
12747,Swarm,12.145,39.9822222222222,Late,2020-09-27,100.0,Ethiopia,Afar region zone 4 G,Tue Feb  1 16:04:44 2022,0.1289999932050705
12748,Swarm,9.69527777777778,43.1911111111111,Early,2020-11-03,850.0,Ethiopia,Libanfuyl,Tue Feb  1 16:04:44 2022,0.1120000034570694
12749,Swarm,4.973333333000028,38.02138888900004,Early,2020-03-02,400.0,Ethiopia,borena zone yabelo d,Tue Feb  1 16:04:44 2022,0.0820000022649765
12754,Swarm,8.14611111111111,39.3811111111111,Late,2020-10-23,250.0,Ethiopia,Hetosa,Tue Feb  1 16:04:44 2022,0.21400000154972076
12757,Swarm,5.3166666670000495,37.01666666700004,Middle,2020-04-13,230.0,Ethiopia,Woyito,Tue Feb  1 16:04:44 2022,0.20100000500679016
12764,Band,11.7077777777778,39.9925,Late,2020-09-24,100.0,Ethiopia,Afuma Chifra Distric,Tue Feb  1 16:04:44 2022,0.1289999932050705
12765,Swarm,9.25138888888889,43.6027777777778,Late,2020-10-26,1000.0,Ethiopia,harshin 1 dabaylweyn,Tue Feb  1 16:04:44 2022,0.10599999874830246
12766,Swarm,9.33694444444444,42.9905555555556,Early,2021-01-03,1.0,Ethiopia,Somali,Tue Feb  1 16:04:44 2022,0.17100000381469727
12767,Swarm,7.68861111111111,40.1880555555556,Middle,2021-02-16,150.0,Ethiopia,Oromia,Tue Feb  1 16:04:44 2022,0.164000004529953
12768,Swarm,9.81333333300006,42.96972222200003,Middle,2019-11-20,300.0,Ethiopia,DABI,Tue Feb  1 16:04:44 2022,0.07900000363588333
12770,Swarm,5.394722222000041,44.58388888900004,Late,2019-12-23,200.0,Ethiopia,eyole,Tue Feb  1 16:04:44 2022,0.1509999930858612
12771,Swarm,7.483611111000073,39.29666666700007,Late,2020-02-22,200.0,Ethiopia,Belibilo,Tue Feb  1 16:04:44 2022,0.3160000145435333
12775,Swarm,11.6136111111111,40.0955555555556,Early,2020-10-07,150.0,Ethiopia,Afar Region,Tue Feb  1 16:04:44 2022,0.12800000607967377
12776,Swarm,9.47555555555556,42.5827777777778,Middle,2020-10-17,1500.0,Ethiopia,oromia cinaksan ulan,Tue Feb  1 16:04:44 2022,0.2669999897480011
12777,Swarm,8.28472222222222,40.1011111111111,Early,2021-02-05,800.0,Ethiopia,Mine Tulu,Tue Feb  1 16:04:44 2022,0.25099998712539673
12779,Band,5.3166666670000495,36.71666666700003,Early,2020-04-04,88.0,Ethiopia,Ansonda,Tue Feb  1 16:04:44 2022,0.14499999582767487
12780,Band,5.266666667000038,37.56666666700005,Early,2020-04-04,300.0,Ethiopia,Gisma 1,Tue Feb  1 16:04:44 2022,0.20600000023841858
12782,Swarm,8.92138888888889,43.6458333333333,Middle,2021-04-18,300.0,Ethiopia,Somali,Tue Feb  1 16:04:44 2022,0.10899999737739563
12783,Swarm,6.13333333333333,43.0666666666667,Late,2020-06-20,70.0,Ethiopia,Doyo,Tue Feb  1 16:04:44 2022,0.027000000700354576
12786,Band,11.8347222222222,40.1591666666667,Early,2020-09-07,83.0,Ethiopia,Ewa District Merayit,Tue Feb  1 16:04:44 2022,0.17499999701976776
12788,Swarm,9.07416666666667,41.5436111111111,Early,2021-01-04,600.0,Ethiopia,Dado,Tue Feb  1 16:04:44 2022,0.1120000034570694
12789,Swarm,9.13666666666667,42.8830555555556,Early,2021-01-06,800.0,Ethiopia,Babile,Tue Feb  1 16:04:44 2022,0.16500000655651093
12794,Swarm,5.466666667000027,36.78333333300003,Early,2020-04-10,350.0,Ethiopia,Luka,Tue Feb  1 16:04:44 2022,0.10499999672174454
12796,Swarm,8.97916666666667,42.1327777777778,Early,2020-07-08,408.0,Ethiopia,Tere,Tue Feb  1 16:04:44 2022,0.4410000145435333
12798,Swarm,5.60638888888889,44.0944444444444,Middle,2020-12-16,800.0,Ethiopia,Somali,Tue Feb  1 16:04:44 2022,0.03200000151991844
12801,Swarm,9.68666666666667,42.5363888888889,Late,2020-10-26,500.0,Ethiopia,Garbadimo,Tue Feb  1 16:04:44 2022,0.19699999690055847
12802,Swarm,9.79833333333333,42.2,Middle,2021-01-13,800.0,Ethiopia,Dembel Harmukale,Tue Feb  1 16:04:44 2022,0.019999999552965164
12803,Band,9.900000000000034,41.28333333300003,Middle,2020-04-17,400.0,Ethiopia,Asbuli 2,Tue Feb  1 16:04:44 2022,0.2809999883174896
12804,Band,9.58333333300004,41.36666666700006,Late,2020-04-29,700.0,Ethiopia,Asa eba,Tue Feb  1 16:04:44 2022,0.19900000095367432
12809,Swarm,5.883333333000053,37.400000000000034,Late,2020-04-24,240.0,Ethiopia,Chengea,Tue Feb  1 16:04:44 2022,0.4169999957084656
12815,Swarm,9.54000000000002,41.87722222200006,Early,2020-04-08,1000.0,Ethiopia,Dire Dawa,Tue Feb  1 16:04:44 2022,0.1080000028014183
12822,Swarm,12.0591666666667,39.6261111111111,Late,2020-10-21,1000.0,Ethiopia,08 gulina kebele ray,Tue Feb  1 16:04:44 2022,0.17399999499320984
12824,Swarm,10.6102777777778,42.4125,Early,2021-07-05,3000.0,Ethiopia,Adigala District DId,Tue Feb  1 16:04:44 2022,0.009999999776482582
12825,Swarm,4.659166667000022,38.13027777800005,Early,2020-03-07,500.0,Ethiopia,borena zone yabelo a,Tue Feb  1 16:04:44 2022,0.15199999511241913
12833,Band,5.433333333000064,36.81666666700005,Early,2020-04-02,500.0,Ethiopia,Luka,Tue Feb  1 16:04:44 2022,0.09600000083446503
12835,Band,6.265000000000043,41.95750000000004,Late,2020-05-27,500.0,Ethiopia,Oromia East Bale zon,Tue Feb  1 16:04:44 2022,0.09600000083446503
12836,Band,6.060555556000054,43.27916666700003,Late,2020-05-26,55.0,Ethiopia,Somali Region/Shebel,Tue Feb  1 16:04:44 2022,0.026000000536441803
12839,Band,5.56111111111111,44.2069444444444,Early,2020-12-04,500.0,Ethiopia,Derko kebelekelafo d,Tue Feb  1 16:04:44 2022,0.020999999716877937
12847,Band,5.733333333000076,36.88333333300005,Middle,2020-04-13,96.0,Ethiopia,Ajo,Tue Feb  1 16:04:44 2022,0.2720000147819519
12848,Band,5.5666666670000495,36.86666666700006,Early,2020-04-09,45.0,Ethiopia,Damiker,Tue Feb  1 16:04:44 2022,0.10700000077486038
12849,Swarm,7.946944444000053,45.14750000000004,Middle,2019-10-18,200.0,Ethiopia,Wereke,Tue Feb  1 16:04:44 2022,0.19900000095367432
12850,Swarm,5.733333333000076,36.98333333300008,Middle,2020-04-11,300.0,Ethiopia,Ajo,Tue Feb  1 16:04:44 2022,0.11900000274181366
12858,Swarm,3.70666666666667,38.6030555555556,Late,2020-12-27,400.0,Ethiopia,Digicho,Tue Feb  1 16:04:44 2022,0.22100000083446503
12859,Swarm,6.75194444444444,44.1597222222222,Middle,2020-12-16,5000.0,Ethiopia,Kebridahar,Tue Feb  1 16:04:44 2022,0.02500000037252903
12861,Band,11.33583333300004,40.63916666700004,Middle,2019-10-20,105.0,Ethiopia,kaafyital,Tue Feb  1 16:04:44 2022,0.0
12865,Swarm,5.99583333333333,43.1972222222222,Middle,2021-01-11,10000.0,Ethiopia,berano wereda shebel,Tue Feb  1 16:04:44 2022,0.027000000700354576
12866,Swarm,9.33083333333333,41.7944444444444,Early,2021-01-01,1200.0,Ethiopia,Handhura,Tue Feb  1 16:04:44 2022,0.10599999874830246
12867,Swarm,4.12777777777778,37.7625,Early,2021-02-07,1000.0,Ethiopia,Arbele,Tue Feb  1 16:04:44 2022,0.07599999755620956
12868,Band,4.7000000000000455,36.03333333300003,Late,2020-03-28,15.0,Ethiopia,Delegnemun,Tue Feb  1 16:04:44 2022,0.13099999725818634
12869,Swarm,7.67694444444444,40.5791666666667,Middle,2021-04-11,100.0,Ethiopia,unkown,Tue Feb  1 16:04:44 2022,0.125
12871,Swarm,4.483611111000073,38.273888889000034,Middle,2020-03-17,600.0,Ethiopia,borena zone dubuluk,Tue Feb  1 16:04:44 2022,0.1850000023841858
12874,Swarm,7.04,45.7225,Early,2020-12-08,1000.0,Ethiopia,Somali,Tue Feb  1 16:04:44 2022,0.09099999815225601
12880,Swarm,6.68138888888889,44.3108333333333,Late,2021-01-24,50.0,Ethiopia,Somali,Tue Feb  1 16:04:44 2022,0.027000000700354576
12883,Band,10.153333333000036,42.46888888900003,Middle,2020-05-12,70.0,Ethiopia,Somali region,Tue Feb  1 16:04:44 2022,0.017000000923871994
12884,Swarm,9.733333333000076,42.51666666700004,Early,2020-04-04,500.0,Ethiopia,Gadesa,Tue Feb  1 16:04:44 2022,0.12600000202655792
12885,Swarm,7.600277778000077,39.51333333300005,Late,2020-02-26,600.0,Ethiopia,Zembaba hela,Tue Feb  1 16:04:44 2022,0.3880000114440918
12886,Band,7.56444444444444,45.2383333333333,Late,2020-12-27,400.0,Ethiopia,Abdelmoge,Tue Feb  1 16:04:44 2022,0.0820000022649765
12891,Swarm,9.55444444444445,42.8866666666667,Middle,2021-01-14,2000.0,Ethiopia,Makanisa,Tue Feb  1 16:04:44 2022,0.19900000095367432
12892,Band,6.74805555555556,45.2727777777778,Early,2020-12-09,600.0,Ethiopia,Ba alo,Tue Feb  1 16:04:44 2022,0.08399999886751175
12894,Band,4.53333333300003,38.700000000000045,Early,2020-05-01,40.0,Ethiopia,Web,Tue Feb  1 16:04:44 2022,0.5109999775886536
12896,Swarm,5.552500000000066,36.81583333300006,Late,2020-04-23,2000.0,Ethiopia,Southern Nations,Tue Feb  1 16:04:44 2022,0.3240000009536743
12902,Swarm,10.4241666666667,40.2394444444444,Early,2020-10-09,200.0,Ethiopia,Bohoni,Tue Feb  1 16:04:44 2022,0.12200000137090683
12903,Swarm,6.88888888888889,40.1688888888889,Middle,2021-01-15,400.0,Ethiopia,Goba Buko Kebele,Tue Feb  1 16:04:44 2022,0.2770000100135803
12904,Swarm,5.65277777777778,38.2805555555556,Early,2021-02-08,1000.0,Ethiopia,oromia w guji b hora,Tue Feb  1 16:04:44 2022,0.25600001215934753
12907,Band,5.364444444000071,36.77194444400004,Middle,2020-03-17,200.0,Ethiopia,Benatsemay Shala keb,Tue Feb  1 16:04:44 2022,0.09700000286102295
12909,Band,9.83333333300004,42.63333333300005,Early,2020-05-04,130.0,Ethiopia,Indos,Tue Feb  1 16:04:44 2022,0.335999995470047
12915,Swarm,7.69583333333333,39.59,Late,2021-02-25,100.0,Ethiopia,unkown,Tue Feb  1 16:04:44 2022,0.13600000739097595
12916,Band,5.399166667000031,36.806111111000064,Late,2020-03-24,300.0,Ethiopia,Ayimele,Tue Feb  1 16:04:44 2022,0.08799999952316284
12918,Swarm,7.87916666666667,40.385,Late,2021-04-25,200.0,Ethiopia,Oromia,Tue Feb  1 16:04:44 2022,0.39399999380111694
12919,Swarm,6.64388888888889,44.5175,Late,2020-11-26,120.0,Ethiopia,somaliquorahieakutub,Tue Feb  1 16:04:44 2022,0.08399999886751175
12923,Band,9.01972222222222,43.335,Late,2021-05-23,500.0,Ethiopia,Jingada kebel,Tue Feb  1 16:04:44 2022,0.09600000083446503
12927,Swarm,9.36833333333333,43.2305555555556,Early,2021-01-03,1.0,Ethiopia,Somali,Tue Feb  1 16:04:44 2022,0.125
12930,Swarm,5.23472222222222,45.3422222222222,Middle,2020-12-18,100.0,Ethiopia,Mustahil district/ k,Tue Feb  1 16:04:44 2022,0.08100000023841858
12931,Band,9.606388889000073,41.37555555600005,Middle,2020-05-16,40.0,Ethiopia,Somali Region,Tue Feb  1 16:04:44 2022,0.14399999380111694
12932,Band,10.242222222000066,42.49000000000007,Late,2020-05-31,8.0,Ethiopia,somale harewa,Tue Feb  1 16:04:44 2022,0.014999999664723873
12937,Swarm,11.2219444444444,40.0527777777778,Early,2020-10-03,800.0,Ethiopia,BATI,Tue Feb  1 16:04:44 2022,0.20900000631809235
12938,Swarm,13.3727777777778,39.7544444444444,Early,2020-10-07,200.0,Ethiopia,Afar znoe2 woredaAba,Tue Feb  1 16:04:44 2022,0.03799999877810478
12940,Band,9.83333333300004,42.63333333300005,Early,2020-05-05,300.0,Ethiopia,Golole,Tue Feb  1 16:04:44 2022,0.30000001192092896
12943,Swarm,8.97916666666667,42.1327777777778,Early,2020-08-08,408.0,Ethiopia,Tere,Tue Feb  1 16:04:44 2022,0.5040000081062317
12946,Swarm,12.2280555555556,39.7038888888889,Early,2020-10-09,4500.0,Ethiopia,AmharaNorth wolloRay,Tue Feb  1 16:04:44 2022,0.10400000214576721
